text,candidate
"भदौ। २३ ,२४ को रगत को होली कस्ले  खेलेको, निर्दोष बिधार्थी  कस्ले मारेको ,यस्तो नर्सहार कस्ले  गर्न सक्छ बिचार गर्नु होस, छानबिन समिति बनेको छ,छान बिन गर्छ  होला ,तर दिमाग लगाउनुस त यो अपराध, लुटपाट, भाटभटेनी माथि  तारगेट , लुटपाट, जेन्जी हत्या, प्रहरी हत्या कस्ले गर्न सक्छ, त्यो काहालीलाग्दो, हत्या कस्ले गर्न सक्छ, सोच्दै जानु,को होला त्यो अपराधी,। यो काम जस्ले गरेको छ त्यो मान्छे रगत खाने ले मात्र गर्न सक्छ, हजारौं मान्छे को रगत खाने ले मात्र गर्न सक्छ,त्यो मान्छे साधारण मान्छे होईन, जस्ले निर्दोष,जनता मार्यो, निर्दोष को रगत खायो, देश खरानी बनायो, परिबार छिन्न भिन्न बनायो , देश को भौतिक सम्पत्ति खरानी बनायो, उस्बेला गर्न  नसकेको  काम अहीले  गरेर देखायो । उसैले २३,२४ को घटना गरायो,।उस्बेला गर्न नसकेको काम गरायो, जस्तै सिंहदरवार जलाउन उहिले सकेन अहीले जलायो, अदालत बाँकी थियो जल्न अहीले जलायो, देश को राजधानी बाँकी थियो जल्नरगत अहीले जलायो, जिल्ला जलायो, अंन्चल जलायो, मिडिया हाउस जलायो,जल्न बाँकी सबै जलायो,  जनता, लाई पार्टी, लाई सेना, प्रहरी,झुक्याउन सफल भयो । उ आफै   सेना को सरणमा लुक्यो, तेती पनी नबुझ्ने , बुझेर पनी बुझ्पचाउने अहीले का लोभिपापी हरू ,पत्रुकार हरू सुरक्षा कर्मी हरू धन्न तिमी हरू । अब त बुझ , देश को लागी बुझ , जनता को लागी बुझ, त्यसलाई जनताको अगाडि ल्याएर झुन्ड्याउने काम गर।",KP Oli
जनता का नेता नेपालीका भविष्य राज नेता के पि ओलि,KP Oli
यो सही कुरा हो। छेपारो ले गरेको छ १००%<br>छेपारो 🦎 Raw को इसारामा चल्ने प्राणी हो।<br>यो लुटपाट र आगजनी गर्न सबै मावोवादी हुन्<br>आगजनी गर्ने माओवादीका को कार्यकता हुन सबै<br><br><br>Love you kb baa,KP Oli
नेपाल मा कानुनी उपचार सर्बसाधारण को पहुँच मा छैन।किनकी न्यायमुर्ती हरु दलको कोटामा नियुक्त छ्न।,KP Oli
RIP OLI the terrorist murderer..,KP Oli
भ्रष्टाचार विरुद्धमा आन्दोलन गरेका विद्यार्थीलाई टाउकोमा ताकेर गोली हान्ने जस्तो घृणित काम अरु केही पनि हुन सक्दैन। निष्पक्ष छानबिन हुनुपर्छ। हत्यारालाई कुनै पनि हालतमा छोड्नु हुँदैन।,KP Oli
Yo chor ho,KP Oli
सिपाहिले  बिना आदेश गोलि चलाउदैन।किन भने त्यो संगठन सिस्टम र कमान्ड कन्ट्रोल ले चल्छ।,KP Oli
नेपाल ओलीका बाउको बिर्ता हो र ?,KP Oli
Terrorist,KP Oli
Murderer,KP Oli
सभ्य र सालिन संवाद🙏🙏,KP Oli
Yesto pani patrakar toit,KP Oli
Gafadi ukhane,KP Oli
Pagal oli tukke,KP Oli
Thoit,KP Oli
एमाोले रहने हेा भने येा वुडेा जानुपर्छ,KP Oli
KP baa iloveyou,KP Oli
Kutarka matra garchha ta,KP Oli
❤❤❤,KP Oli
"एक मात्र आशा आगामी चुनाव बाट। यसपालीको चुनावमा कुनै दल ले मासुभात, पेट्रोल तथा नोट वितरण भएन। जित हार जो कोही जिते नि त्यति आशालाग्दो नहुन सक्छ ।",KP Oli
रास्ट्र्वादी नेता के पि ओलि ❤❤❤,KP Oli
कुर्सी अली सानो भो की प्रभु ?,KP Oli
yasta maanxe lai media maa nalyaau,KP Oli
kasto hawa 8 class fail chor raixa KP OLi...Pahila goli chalera maanxe mareko kaaranle hoo testo aago laageko. Aago lagera hoina goli chaleko. Janata lai goli haanesi desh maa aago nalaagera k laagxa ta? Janata lai goli haaneko kura chai gardaina...khaali aago aago vaniraaxa. Janata lai Real goli haanesi aago laagxa desh maa jahilei yaad garess chor KP OLi.,KP Oli
Khali arule yesto garyo testo garyo matra vanxa aafule chahi k garyo vannu paryo ni<br> K view tawar banayera desh banxa,KP Oli
Sathaci arba ko galthi garni chai ko ni sun leaune ko,KP Oli
Rabi Lai kasari kudayao Yaad Gara To din haru Aba chai timi Pani kudxau......,KP Oli
Yo choar Lai kina liyaunu Paro,KP Oli
Yo sallla kp ley ukhan tukha ley matrw desh chalako rahicha vanne parmadit vyo 😅,KP Oli
Yo hatyara apradhi lai jogaune mission khorma nahali dis bandina.,KP Oli
आचि भन्दा बाहेक यस्को दिमाग म केही छैन हुन त  अब किडनि त आफ्नो छैन दिमाग काहा बाट हुनु😂😂😂😂😂😂😂,KP Oli
के पि चोर का के कुरा सुन्नु,KP Oli
Yo suita ko anuhar herda kukur ra chyal jastolagchha,KP Oli
सस्कार बिना काे प्रस्न येा नेपाल<br>हाम्रेा हाेइन केपि मात्र हाे भन्ने हिसाव ले,KP Oli
