text,candidate
Desh ka nirdos janta marne ahangkari ghamandi pagal budo,KP Oli
Sala  goro karung rail ghar ghar mas bhutwa,KP Oli
"Maanxche jasto bhaye pani Oli jasto bhrashta nahos , Oli ko paalaama samuchai administrative dhaacha nai bhrashta bhayeko xcha , desh barbaad huda pani jockey tukka sunaaune nikrishta charitra ko sarvesarva K.P. Oli 😅",KP Oli
76student.marna.paincha.kp.ji,KP Oli
खुबठुलाेकुरागरे््भनेकाेहाेला,KP Oli
भंडयाआेलिघमनडिकेभनछ,KP Oli
Desh lootuwa chor ho kp oli,KP Oli
"Yeslai ke KO realisation ho bhane Kura chai euta Kalo Kotha ma Layera hath khuta badera nagai Parera sisnu Pani le handai sodnuparcha  ani Bala ke KO realisation ho bhane sabai Kura bhancha ,talai Jyan mara chor fata",KP Oli
Digri padheko le question sodhna sakeko xina..8 pass vayeko lai xixixixixi.. hamro desh..!,KP Oli
मैले नैमेरै पार्टीका साथीहरुले गरेको काम राम्रो रामौ आफैं के भन्दै होइन अरुले भन्नु राम्रो हुन्छ भनेर मलाई चु हिडौ भनेर चुप्प लागेर बसेको तो त चिया खानु भनेर दिऐको थोरै रकम के कुरा गन्नुर,KP Oli
Iaj mardo,KP Oli
Jhole hari hase tara,KP Oli
Teso vaya loktantra mati part le vanako,KP Oli
केपी वली राडीछोरो माचिने चोर लाइ झुन्डा,KP Oli
यो बहुलाई  सङ्ग के सोधी राको    एस्को औकात छैन,KP Oli
Pakalamthu bahun,KP Oli
मा ठास्न्या केपी,KP Oli
एमराज कहाँ जानपनी ५मिनेट ढिलो भयो  क्यार होइन त्यस्तै भनेको सुनिएको थियो,KP Oli
Rip oli kikur,KP Oli
Arabou   khrabou   taile   khyeko   karanle   tyo   ghatna   gateko  ho   kambodiyama   rakheko   paisa   tero  baule  kamayeko ho,KP Oli
Patracarjyu   satte   kurako  satte   jawaf   kina   dedaina  jyanmarale  thttama  panchhau   yes  bare   hajur  harule  shahi  jawaf   napaye   samma   nachhodnu   hola  jyanmarasanga,KP Oli
Yaslai mati tyllai aaglagaunahau,KP Oli
Damalajiko parsnako jawap Kai mukma aaudaina budyskalma jyljanu parxavanyr honi jyl lagaunu ra jylbasnu parakxa dhxa kukurlai aani jawip didaina,KP Oli
Aapai cutoxa kybujnu kuro,KP Oli
Aysko shi kuro sunnalai giccukma hannuparxa,KP Oli
kp oli good,KP Oli
Ysako palama kamisan thiyoni tehivayra muda authena,KP Oli
एस्ता गुन्डा को कुरा सुनेर हुन्छ योत नेपाल बिकास हुननै चाहादैन,KP Oli
Unpaad ko udharan,KP Oli
Kam xaina kp reply dina nasakne,KP Oli
😂😂😂,KP Oli
"देशमा, लुटेरा, तस्कर, माफिया, भ्रष्ट, दलाल, बिचौलिया, पाल्ने चोरहरु को नाइके के पि ओली।",KP Oli
के पि ओली को upcoming हरफहरू <br>टोल टोलमा airport बनाउछु।<br>पैसा फल्ने रुख रोप्छु।<br>टुडिखेलमा तेलको कुँवा खन्नेछु।,KP Oli
ओलीत चोरै हो झोले हरू कसरी हासेको,KP Oli
"Namskar,hajur",KP Oli
याे केपी कहिले सुध्रिदैन है,KP Oli
Talai herne chai ko ta aafai vanta vrastachari desh bechera khane daka ta pradhan mantri huna yogya xas talaita asti nai marnu parne thiyo alikati 5 minute dhilo vako vaye hunthiyo tero sas tehi janthiyo ani tehi helicopterma talai jhundayera kunai jungle ma fyakdinu parthiyo tara aajai pani jantaharuko ris mareko xaina tyo kura chai hekka rakh taile feri alikati galti matra gareko thaha vayo vane yo pali chai talai turdikhelma lagera jhundahinxa herdaija daka chor,KP Oli
भ्रस्टाचार को छानबिन यस्ले बाचुन्जेल खोल्दैन,KP Oli
Kp chor😂,KP Oli
महेस बस्नेत उत्तराधिकारी छ त।,KP Oli
जबाफ दे न उखाने खाते,KP Oli
यहाँ भनदा कति जवाफ चाहिने हाेर?,KP Oli
मर्न नसकेको बुढो,KP Oli
सत्तामा बसेर देशमा आगो लगाउने यस्तो पनि नेता हुन्छ केपिको बोली सुन्यो कि दिमाग सन्किन्छ,KP Oli
जनताको गु खाने मन्त्री फटाहा,KP Oli
"<a href=""https://www.youtube.com/shorts/4-O8mekSB9c"">https://youtube.com/shorts/4-O8mekSB9c?si=dtnGYPwGzvIKdc9C</a>",KP Oli
Vadhi.  Janne.  Bhayar. Nai. Helicopter. Ma. Jhundinu. Pareko. Ho.   Hain. Ra,KP Oli
Kukur vukdei6,KP Oli
Kura Sunda pani kan ko rong thado vyo ho uff,KP Oli
Ram Ram Amale aba siddiyo,KP Oli
Jay shree hari jay nepal Aama,KP Oli
Tai vayera Nepal ma real gureko ho hahaha 😅,KP Oli
Ukhan tukka mai jindgi gayo jantalai kun disa tarfa lagaune thaha rahenaxa.,KP Oli
Kasle rokyo,KP Oli
Khadka oli jan mara gafadi pagal tera din gaya,KP Oli
थूक तेरे ज़िन्दगी नेपाली लाई ऊखान टूका मै खैईश,KP Oli
kp aafno gard le marne chha,KP Oli
लुटेराको नाइके तइहो,KP Oli
Yo jatho kp pagal ho jpt bolxa,KP Oli
Jai Mato....Mato le matra Desh bachauncha ra banauncha,KP Oli
जुन मान्छेको अनुशासन बुद्धि नेत्रज्योति नै छैन उहीँ केपि ओलिका ठुला कुरा,KP Oli
Gafadi oli chor..Sabai Hawa.,KP Oli
🎉🎉🎉🎉,KP Oli
ऋषि धमला ले गर्नु भएको प्रश्न को जवाफ नै दिन न सकेर अन्तिम अन्तिम भनेर भाग्न खोज्दैछ ओलि चल्लाको ढेल पोलि,KP Oli
यलाई यहि बेला पछाडी बाट गोलि ठोक्न मिल्दैन भन्या😂,KP Oli
गफ गर्न मात्र सिपालु छ यो उखाने।,KP Oli
यो कोलि बौलायो क्याहो काम कुरो एकातिर कुम्लो बोकि थिमीतिर,KP Oli
risi sir le gajapko koesan sodno vho tar k p ko cak dhoyera hinne cakadi garne haru le hasoma udayo ni koesan thehi ho vhanera sakyo ghar kharca nacalne janatako karan le pani ho nepal sakkeko sudharma aaw janata,KP Oli
Jasta questions ko testai  jawaph rastra badhi neta good,KP Oli
Kp ba 🙏♥️👍🇳🇵,KP Oli
कुरा बुझ्दा 2 कार्यकाल खाएर गैजाउला सोचेर पहिला त्यो बिधान बनाउनु भए छ अनि किट्नी अलि कडै परेर अर्को कार्यालय पनि खान सकिन्छ भन्ने ठानेर उनले बिधान संशोधन गर्न सकिन्छ भन्दै भारत चीन आदि देशको उदाहरण दी 😂😂😂😂,KP Oli
त चोरले जति रङ्ग बदल्ने अरुको छर नेपाल मा थुक्क उखाने भष्टचारि रक्त पिपसु७६जानकलिलानानि को रगतखायर पनि नअघाउने चोर,KP Oli
Rabi ko chhoraa keboleko laajalaabaen,KP Oli
Ukhane ...... kahile politics bata vishram line ho. युवालाई पुस्तान्तरण गर्ने बेला भयो तर पनि अझै आफूलाई नै अध्यक्ष प्रधानमन्त्री खानु छ कहिले सुधार्ने हो आफूलाई,KP Oli
उखाने ले के जवाफ दिनु😂,KP Oli
😂😂😂😅😅😅,KP Oli
Yo pusta namari desbandaina,KP Oli
Dhamala ko ans yestai ho oli baa ?,KP Oli
मलाई त याे पापिहरुकाे जन्म भयाे अब देस र जनता खानेछ अब लाग्थ्याे बुडा बा आमा चाहिँ केपिले दिये हामिलाई भत्ता भनेर रमाउन बा आमा आज देख्दै हुनुहुन्छ सपना  भताले सता र नानि बाबू खायाे  आँखा अगाडि तेसैले कसैले केही दियाे भने किन र केकाे लागि दियाे भनेर पहिला गहिराई ले साेचौ,KP Oli
Aalu Aalu Aalu,KP Oli
Gafhadi KO  gafhee Chopilo,KP Oli
Kuhe KO  kaju,KP Oli
important.,KP Oli
Xixixi astale k desh chalaix,KP Oli
एस्तो दलाल लाई पनि  नेता मान्नुपर्ने नेपालीको भाग्य पनि कस्तो यार,KP Oli
Ho hamle PM banai sayau. Ta Mula Buda Nepal ko khattam hos. Talai ta jail ma rakni nai ho. Bolni dherai Kam 0000.  Aru ko kina chinta garya aafno Hera. Comedy garera desh vandai. Logic nai chaina yesle boleko. Yesle marya ho student.,KP Oli
"यदि नेपाल नभएको भए वा इस्लाम भएको त मुहम्मद ओली हुन्थेस, तलाई कोरा हानेर, वा घाँटी काटेर मारिएको हुन्थ्यो (हलाल)। झापामा त ले आफ्नो जग्गाधनी र ती ७८ जना बच्चाहरूलाई कसरी हत्या गरेको थिस? नेपालमा कुनै पनि ब्राह्मण मारिएन त्यसैले त बचाइएको छ र कुकुर जस्तै हिँडिरहेको छस? <br>पृथ्वीपथले यो देश बचाए, बचत गरियो आफ्नो पुर्खाको बाटो, पहिचानलाई माया गर्ने मानिसहरू बचाइएको छ,? विदेशीहरू, विदेशीहरूको कठपुतलीहरू, ईसाईहरू, मुस्लिमहरू, वामपन्थी/कम्युनिस्ट जे सुकै झुटा घृणा प्रचार, अफवाहहरू, घृणा कीर्तिपुरेको नाक काट्ने, राई, लिम्बूको हत्या गर्ने, हुम्ला, जुम्लाका महिलाहरूलाई बेच्ने, पर्वतका रानीहरू, २२,२४ राज्यहरू हराएका राजा रानीहरू ,छोरीहरूलाई बलात्कार गर्ने, सबै नक्कली घृणा हुन्, घृणा दासहरू जे सुकै भनून्, फस्टाउन, फहेलाउन उनी किराँत, गोपाल, लिच्छवि, खस, मैथिली युग पछिको आधुनिक नेपाल एकीकरणकर्ता हो? यो उत्तम हो किनभने यो पहिलो आधुनिक इतिहासको मानवीय सिद्धान्त हो, युरोपले पनि त्यो उत्कृष्ट सिद्धान्त विकास गरेको थिएन?<br><br>किन सबैले एकै समयमा लुकाउँछन्, नेपालको दक्षिण, उत्तर-पूर्व, दक्षिण-पश्चिम बौद्ध, हिन्दू, प्रकृतिपूजकहरूलाई के भइरहेको थियो, मुस्लिम, बेलायती, युरोपेलीहरूले आसम, नागाल्याण्ड, कलकत्ता, बिहार, मुम्बई, हैदराबाद, महाराष्ट्र, पञ्जाब, कश्मीर, लाहोर, अफगानिस्तान, तिब्बत, चिनियाँ प्रान्तमा चिनियाँ साम्राज्यहरूले के गरिरहेका थिए सबै लुकाउँछन्, युरोप, अमेरिका, अष्ट्रेलिया भित्र पनि के भइरहेको थियो? शत्रुको गतिविधि कसरी सुक्षमा हिसाब देख्छ र नेपाल र नेपालीलाई एकताबद्ध गर्ने आवश्यकतालाई,महत्वहीनता कसरी कार्यान्वयन गर्छ नेपाली जनताको लोप हुने समय कहिले हुनेछ,तब उनीहरूले बुझ्न सक्छन्?",KP Oli
😂😂😂dherai karaunu aab timi kashi jau atti vayo,KP Oli
Mother cud saiko budo,KP Oli
Yo budo chunap samma rahecha hola ra yesto pressure le kidney le kam garna chadcha hola eti nepali haruko ragat chusecha Kira parera flat huncha hola,KP Oli
तिमि के पी ओली तिम्रो र तिम्रो पार्टीको पत्ता साप हुने वाला छ हेर्दै जा चुनावमा,KP Oli
कुत्ता के पिल्ला कुत्ता होता हे शेर नहीं केपी तू कुत्ता के पिल्ला हे अपने के शेर समजते हे,KP Oli
Kati घमण्ड हो के,KP Oli
"Yo Chor, dalal, Hathiyara party ko din gayo? Ajhai churi fure gardai xa.<br>Aba yesta lai gaun ghar Tira aayo vane janta le vatta Hannu parxa.",KP Oli
Lado MA sala,KP Oli
Aba yobuda loyal hunx,KP Oli
Pura neta pura party sab lai bidae garnu jaruri x nepal 🇳🇵🇳🇵🇳🇵🇳🇵ma neta harule lutia ko des nepal ho sara nepali le yo kura bujnu jaruri x,KP Oli
Timi kahile morchhau,KP Oli
Ta kip chor 70/80 jana marera pugen yas lai goli hanu parxa,KP Oli
Ghamandako parakastha,KP Oli
Aba dherai tukka nadiya hunchha kple,KP Oli
😅😅😅😅,KP Oli
Sakieo ho sakieo aba gafi baaa KO guff,KP Oli
"Oli Kai boli le emale sakine vo . Kasto damv ,ghamanda xi k sunnu.",KP Oli
Hitalar papi hos oli,KP Oli
येस्ता हत्यारा बाघ रे तेरिमा भ्रष्टाचार को नाइके तैले बोल्दा ताली बजाउनी ती नेपाली होइनन् कि तिन्का बच्चा त्यो जेन्जी आन्दोलन मा ज्यान गुमायेका छैनन् ज्यान गुमायेका भये ताली बजाउदेन्थे तेरि मा जोकर बिशाल रे तेरो घमण्ड अझै गाको छैन है त राक्षस होस मान्छे होइनस हेरदै जा तेरो तालु बाट पसिना आउँछ तेरो भ्रष्टाचार ले जनता पिल्सिय्को हुनाले आगो लगायेको हो अझै येस्तै बोल्दै गरिस भनी कुन दिन जेन्जी ले मान्छे लाई आगो लगाउछ्न हेरदै जा,KP Oli
😆😆😆,KP Oli
sala,KP Oli
Hahahahahaha,KP Oli
Hoina oliko Mukh ta chaladai xa ta khutta Matrai po nachalera hola aayogma bayan dinu nagako? Aba yo mukh pani kati din challa ra?,KP Oli
केपी बा अब तपाईंका दिन गए अब जति तपाईंले ढाटे पनि जनताले पत्याउँदैन,KP Oli
"जुन दिन हतकडी लगाऐर चन्द्रगडीको कारागार मा केपी सवारी भऐको दिन हेर्न आतुर😂 <br>समय धेरै छैन, बुडाको फुरफुर र घमन्डको अन्तिम बिदाई,<br>तेती खेर सबै मिडीयाहरुले कभर गरेको हुनुपरेउ है। 🤝",KP Oli
23 ko kurai gardaina sala chorle 24dekheko x kali,KP Oli
Testa ko ni k kura garnu aatankakari,KP Oli
2 zivrea KP oli hattyra,KP Oli
Ta muji 36 sal samma ka the eesa yar pagal taro napal banauena bechara x ke xaina,KP Oli
Nakato,KP Oli
यो बुढेसकालमा राम नाम गाएर बस बाजे ् एकदिनमर्न  नै पर्छ किन देसका युवाहरूसंग जोरकातोड गर्छौ ?,KP Oli
कतिको हिम्मत छ हेरु एकलै लद्छ कि गठ बन्धन  मा जान्छ आगोमा सलाइ कोर्ने  आफै,KP Oli
"जनताले त बनाइसके ,के गर्छौ त अपराधी, भ्रष्टाचारी, ज्यान मारा,यस्ताको कुरा सुनेर तालि बजाउने पुच्छर देख्दा दिग्दार लाग्छ",KP Oli
जिम्मेवार पदमा बसेर जनता मारेर मैले हैन अझै लाज लागदैन,KP Oli
मरनेबेला  हरियो  काँक्रो  अोली बुढो    ३०  ३५  बर्षा    के  गर्यो  ३  ४  पटक   मन्त्री   बनेर,KP Oli
Thukkaa bhrastachari chorr haraam khorr desh ra jantako lagi gaddari xexe xexe tero anuhar herdai. purai sarir..ko ragat umlinxa,KP Oli
Zen z Lai jasari goli hanera mare talai Pani kanchetma goli thoknu parxa sala hatyara radiko ban,KP Oli
"आफुले गठन बन्धन गर्दा  मिल्दा भने कुखुरा बाख्रा संग को मिलन नहुने अरुले गर्दा भने आत्तयर यतिको डाड किन गर्नु , महासय ?",KP Oli
यो झोले हरुको 👏👏👏 थुक्का,KP Oli
जनता साथ मा छैन ! 10/20 जना आउरे बाउरे को साथ मा बेतुके टुक्का हान्यो बस्यो 🎉🎉🎉🎉 काम गर्ने लाइ पनि भुलाउदै छ ! बिचरा जेन्जि को हत्यारा त गयो बरै लै लै !!,KP Oli
Haha oli baa ko dimagle kaam garn xodo aba😂😂,KP Oli
Ta muji chor ko Pura kasla sunca jhapa ma aaija,KP Oli
हाँसौ,KP Oli
Kuro Chae ramrae garyo yo khate le pani sabae Vanda thulo 2 dalmildaramro aaru milda baulayo,KP Oli
त चोरको दिन सकियो अब २०८३ मा पकै पनि केपि पर्च्न्ड सेरे जेल्मा 100% ठोक्वा,KP Oli
कार्यक्रम पछि प्रसारण समाप्त 😅,KP Oli
😅,KP Oli
अहिले हासो र मजाकको टिका र टिप्पणी गर्नु तपाईको बहसमा छ बा तर २ मैना पछी कृतीपूरको गगन जीको डाडोमा बसेर उडायो सवै सपना हुरीले गित गाएर वस्तु होला😂😂,KP Oli
"ताली बजाउने कति जना होलान।१५,२० जना होला।सुन्ने र ताली बजाउने मान्छे हरु देखाउनु पर्‍यो।",KP Oli
Manxe ta Really  kura garne ho...bujdai jada gahiro...xa ......,KP Oli
tero patta saph hunxa,KP Oli
थुइक्क यस्तो हत्यारा चोर भ्रस्टचारी बोल्दा नि ताली ठोक्ने हातहरु किन कुहियर नझरेका होलान थुइक्क नेपाली हो 1 छाक मासु भात मा बिक्ने वाला अलि कती सोच बदल तिमिले त देस बनेको देख्न पायानौ आफ्नो आउने पुस्ताले त हाम्रो देस भन्ने गर्भ गरून् तेस्ता नेता चुन मासु भात हरु,KP Oli
Let&#39;s see 👍,KP Oli
Yesta ko kura diner tali Marne vaneka kasta holan,KP Oli
तेरो दिन गयो हत्यारा अझै भुक्दैछ पापि,KP Oli
"Balla talla jyan bachayera vagne vagoda Bagh re ukhane le tukka lei sakiyo desh chor,dalal  papi oli😡😡😡",KP Oli
तँ तेरि माकि चुत रण्डिकाे छाेराे,KP Oli
Churifuri nagar baje sakinxan timra din ab,KP Oli
Aba vot hoina lati kanxas aba tahile ta,KP Oli
Taro pata saf hunxa hardai gar sala chor kukur 😡😡😡,KP Oli
Taro pata saf hunxa hardai gar,KP Oli
Ta marrna,KP Oli
"KP OLI LAI FASI KO SAJA DINU PARXA, HE IS THE VICTIM OF GENZ DEAD CASE.",KP Oli
"मान्छे चाहिँ देखिदैन त??!अहिले ओलिले तेस्तै गर्दै छ रे भन्ने समाचार छ।घर कम्पाउन्ड भित्र कार्यक्रम गर्ने र स्रोता नदेखाउने,दुई चार जनाले ताली बजाउन लगाउने र हल्ला गर्ने ठुलो कार्यक्रम गरेको धेरै  जनता आएको जस्तो भ्रम बनाउने।",KP Oli
Tr vrateharulai nasta garna vyana teams dukhixu ju ju vasanle matryai hudaina 😂😂😂😂😂😂😂😂😂😂😂😂😂😂.        😢😮,KP Oli
केछ झाेले हाे अज पनि मासु भात😂😂,KP Oli
Hawa chatake mukhma ram 2 bagalima xura,KP Oli
Mc tyo aandolan ma tero nati xora xori ko mritu vako vaye. ksto feel garthis...socheko xas,KP Oli
खेलौनाहरु खेल।,KP Oli
Aajw yo din tmiharu ley garda vako vako ho Nepal banaunw sakni vaye etro barsha luterw basdainw sabai becherw khaisakyo ajai janta laai jhuto aas dhekhaudai xa,KP Oli
जति सकतिसलि भयरनि पुलिस ले छाठि दिय खतम,KP Oli
"Hali Gothala haru Le jimmewari Lidainan sabai dosh Goru ,bastu Lai dinchhan .",KP Oli
Kaile morcha yo...hatiyara 😂😂feri sweet bhasan dedy cha ..ufff thake ho 😂😂😂..desh ramro istethe mai cha,KP Oli
Good,KP Oli
Good come back..KP ji..please now do something better and make history 🙏👍,KP Oli
माधर्चोद रिप रिप रिप रिप रिप केपि रिप रिप रिप रिप रिप रिप रिप रिप रिप रिप,KP Oli
यो भ्रष्टाचारी को नाईके उखानेको गु खानि कुकुर हरु को पारा हेरन नेपाली जनताहो 😅😅😅😂😂,KP Oli
"पार्टीका उपाध्यक्ष ज्यूहरु उपस्थित हुनुभएन कि क्याहो, सम्बोधन गर्दा एकैचोटी &quot;पार्टीका महासचिव ज्यू&quot; भनेको सुनियो !?🤔",KP Oli
धेेर रमराे भयाे,KP Oli
Sala kukur daka choor vrasta janmara kutta,KP Oli
Purana neta thyagau naya lai rojau. Aba e  purana netale desh banauxan bhannu ra saade ko khoi ke jharxa ra syal le khanxu bhanejastai ho sathi ho. Tesaile belamai buddhi purau.,KP Oli
Kp ba mawobadi ra anaya parti ka sathi haru lai  aauna aatur hunuhunaxa aahawan garnu hola..,KP Oli
अब तलाई जलाउनु छ,KP Oli
थुकना नालाय भतुवा हरु।,KP Oli
Hatyara varastachary dalal fataha  kp olii  lagayat sabai varastchari haru lai jail hunnu jarury chha,KP Oli
Kidney fel bhayeka marna nasakeka😂😂😂,KP Oli
ए   सेकेन्द   नेताहो   यसै को  बोलि  सुनी  र     पछि  लाग्ने   कि    यो  मोर्दा  को   दिन   कोले   अग्ग्दी   बधौला   कसैले  वाद  बिबाद  गर्दै  नौ  के  पि   ले  जे  ब्प्ल्छ  तेसैमा  ताली  बजाउने  ।।थुइक्क   ।।।पाजी    पाजी।।।।।हो  थुइक्क।।।,KP Oli
सार्वभौमसत्ता राष्ट-राष्ट्रियतामा भनेरअ लेखिदीएकाेभयए खाेलानुहायएर कमन्डलुबाेकेरअ कुटिझुपराझापराे टहराे बााशहुन्थ्याे आगाेतअलाऊनुपर्दैनथ्याे हाेलानीिंँ।-Gen-zZ,KP Oli
उखाँने लाई टाइम पास गफ बाहेक केही आउँदैन बिचरा,KP Oli
राजनितिकाे पनि कुनै भरसाे हुदाे रहेनछ जनताले चाहेमा सबै लाेकताउने रहेछन केकार रहेछ   जतिसक्ति सालि भयपनि पुलिसले हात  झिकिदियसि खेल खतम🎉,KP Oli
Kp oli budo vayo yesko dimag khuskiyo kidni ferne bela vayo,KP Oli
Rando ta  rando bhayo bhayo aaru sabei rando bhayera muluk Lai rando banaune ukhane 🦠🖕tero gumale thuikka 🦠🦟💩🐖🐏 agadi pare tero khopadi Bata gidi nikalera tehi gidiko tero kuttalai Tika lagayera morne man xa bujirakh 🐖🐖🐖🐖🐖💩🦟🦠🖕ramrajjyeko kura garna tero rando aaukatle na Milla vik mag Indian sanga Malai ghumne rahar Pura garde ma tero pauko jalpani khanxu bhanera Yeo sarkar le ki yes Lai karbhai gar natra Malai gar namarda sarkar chaideina natra Karantiko paribhasha sikauna na paros teriaamako kaput khadge rando Sala bhanchoo bhanna chaye darle kamera kina runxa hijo nihatyha yek jana marda 14 barsha basne aja tero ijaat ta lilam garis bancheka aaruko k bijok banauxax yesko kurama Tali thokne sab yehi randako banharuko Palo kuri bas thuikka Khana payo bhandeima gu khane kaput tero khatepate Hun bhushidike aaulat haru amale 🦠🖕🖕🖕🦠🦠🦠🦠🦠🦟🦟💩💩💩💩,KP Oli
Fuck up kp rando tero bauaamako banssha dhanna na sakne bhanxa tan kaputlai Yeo Des khel khelne thalo banako yesko parama thuikka hijo aathraibata aato dhindo Khana na payeko kutta aahile yekxak kalho ko lagi bhukirako xa aaru paxi lagnelai tehi kalho Pani Milne waka xaina thuikka 💩🐏🐖🐈🐕,KP Oli
Kp ko loka tantra ra amale ko boka tantrama samel hunejati yeta Des bhandma jaye ham fir wapash Aaye ka nara lagayne aawastha yr yehi halko sarkarle gareko xa jail ma hune kutta railma xa Yeo k ???😡,KP Oli
Rando ra randioko Milan aanfei gharma feri 😆🦠💩🐖🐏🐕ko bathan ma k nata k kutumba guys yeoharulai pir k ko hola 😏??? guys what the fuck kp n amale amazing guys 😆,KP Oli
UML ka yuva haru mridubhasai ra sahansil hunchan rey.....<br>Mahesh Basnet is the biggest example..🤣🤣🤣🤣,KP Oli
कपोली ओलि    को  ब्लु फिलिम को बोली घर फर्किने  जति त्यो लास हो जुन सतिगती गरेको  मुर्दा को आत्म भोलिपल्ट  चिच्याउदै रुदै घर फर्किन्छ अरे...  किन कि घोडा को घोडा चढ्नु  बादरको घोडा कहिलै न चढ्नु  kp ओलि त्यो बादर हो  जस्को   बाउ ले कन्दम न पाएर  दिक्क भएर  निकालेको हो,KP Oli
काल गतिले त मर्दैनस जनताले झापाको भुत घर टावर्मा झुन्न्यौनु पर्छ,KP Oli
संविधान वनाउछु भन्दै जनता हंसायर उखान मात्र हाल्ने हंसाउने उखाने बुढाको फटाहा कुरा मात्र हो,KP Oli
संविधान बचाउछु  भन्दै जनता लाई पागल बनाउँदै    आफै संसद विघटन  भस्टचार  गरेर    आज जनता मारेर अझै आस देखाउँदै छ  जनता उस्तै पागल  भेडा हुन,KP Oli
we love oli ...... कसैलाइ केही भन्नू छ ।।।। ओलि को बिरोध गर्ने हरु ले देस लाई माया गर्नै सक्दैनन ।।।,KP Oli
यो सबै तिमी हरु को कारण हो,KP Oli
येस्का उखान सुन्दा सुन्दा वाक्क लागेको फेरि उखान हान्दैछ सकिने बेला😮😮😮,KP Oli
थुक्क कुकुर,KP Oli
"जबसम्म मेरो घरमा नि:शुल्क उपचार, नि;:शुल्क शिक्षा र जनताबाट प्रत्येक्ष निर्वाचितको ब्यबस्थापन हुन्न, र मेरो नेपाली बजार भित्र बिहारी फिल्म र बिहारी गितहरुमा प्रतिबन्ध गरिन्न, तबसम्म म मेरो आफ्नो घर फर्किन्न, र म बाहिरी ब्रह्माण्ड भित्रै रुमली रहनेछु। धन्यवाद!&quot;O&quot;M´science",KP Oli
पहिला बुद्धि आएन बुढेसकालमा छाेरा नातिहरू चाहिने रहेछ भन्ने बुद्धि  बल्लबल्ल जेनजी भाईबहिनीहरूले गर्दा पलाएछ ।,KP Oli
आफ्नै देशमा काम गरेर खान पाए गुईठा नै बालाैला,KP Oli
Ho tyo pakkai aparadh ho ra tyo aparadhi bhaneko K.P S Harman Oli ho Kina Bhane aafule khai pani aayeko subhida aaru laai dinna bhanera ho . Kina bhane yu  aafule  rajye bata  upachar marphat karadau rupiya linchha tara yesta sadharan  bidhuwa le aafno upachaar garaauda pakho Bari bechen parne hunchha  . Wah kya ganatantra lyachhau badhaai,KP Oli
"Sama thapa jyu laai mero prasna yedi bechen jha pakraau pachhi oli sidhai sher bahadur deuba ko saran ma gayer  sarkaar dhalnu parne Karan  k rahechha spasta parading hunchha ki, ma ta Kiran pare malaai k thahah hazoor haru ko kanuni bhasa?",KP Oli
Balen sanga bahas garna ramrari padheko hunu parcha <br>Aaukat chaina kp muji ko,KP Oli
Balen le thik garyo,KP Oli
Zen z आन्दोलन क्यू हुआ ? किसने मारा ? जनताको सब पता है । बलेन शाहने ठीक किया  है ।,KP Oli
१ . गगन थापाको &#39;सक्कली कागजात&#39; कहाँ हरायो? रबि लामिछाने विरुद्ध &#39;सक्कली कागजात छ&#39; भन्दै मञ्च थर्काउने गगन थापा अहिले जिम्मेवार पदमा छन्। खै ती प्रमाण?   २.तनहुमा mid term  elections हुदा स्वर्णिम वाग्लेलाई टुरिस्ट नेता भन्ने ले  अहिले उनि मधेस मा चुनाब लड्ने नैतिकता  कस्तो ? कि त्यो केवल चुनाव जित्ने &#39;सस्तो स्टन्ट&#39; र जनतालाई झुक्याउने प्रपञ्च मात्रै थियो? अब प्रमाण देखाउने कि माफी माग्ने?&quot;,KP Oli
ओली हत्यारा गगन मतियार भए बालेन् के नी?? रवि के नी??,KP Oli
Chup chor😮😮,KP Oli
"Gu lie chalayo bhane afno mukh ma pani gu parcha, KP oli sanga debate garnu vaneko tehe ho. 30 barsa samma desh lutera khane, 23 gate ma kehe vayeko chaina jasari 24 gate matra dekne sanga debate garera kehe kaam chaina. Debate vaneko afno standard ko sanga garnu parcha. Dhanyabad.",KP Oli
"He addressed this entire scenario as culture used terms as advance. He means people get killed, big money etc. And still people of Nepal are gonna vote for this person? I don&#39;t support anyone but the first 40 seconds of the video is explanatory.",KP Oli
Her her kattee hepdo rahecha jai balen,KP Oli
"Gagan le ma pani garchu, prachanda le ma pani garchu bhannu paryo ni ... bhanchan ?",KP Oli
Kp ra gagan le genz ko aama buwa sanga debate garnu paryo balen desh banaun aako debate garna aako hoina jay balen 🔔 prime minister balen shah jay ghanti 🔔🔔🔔🔔🔔🔔🔔🔔🔔,KP Oli
हत्यारा सङ्ग बहस गर्न जरुरी छैन,KP Oli
छैन।,KP Oli
येकदम सहि जय बालेन हत्यारा दलालचाेर सग तिम्ले बहस गर्न सुहाउँदैन,KP Oli
Aru ko bacha marna paincha hatyara,KP Oli
Hatyara oli 76 bacha ko khun garne oli tero haar nischit cha,KP Oli
"Regarding televised public debate, it is actually HS’s demand. Why patrakar ju doesn’t mention this? If HS is there in the debate, janta will be clear who is a true and honest leader for this country in the current situation.",KP Oli
"Oli ko bhanaima arka ko ghar jalaune annaya bhayo bhanyo. Yes I agree to some extent but can he prove, that ghar is built my his clean money?? Same question goes to Gagan. How they managed to build such lavish houses with their under 1 lakh salary per month.",KP Oli
oli vs balen rap battel lets go,KP Oli
